CÓDIGO;ESCUELA;REGIONAL;DISTRITO;CORREGIMIENTO;LATITUD;LONGITUD;NIVEL ESCOLAR;MATRÍCULA;ENERGIA;ACCESO;Director;Telefono;Regional Meduca;Telefono2;Categoría Implementación;IP WAN (mikrotik);IP LAN;Firewall;Gabinete 9U;PATCHPANEL;MANEJADOR DE CABLE;Bandeja;PDU;UPS;UPS SNMP Card;RT Mikrotik Tipo A (negro);RT Mikrotik Tipo B (blanco);AP INDOOR;AP OUTDOOR;Power Inyector ;Kit Starlink;Base Starlink;Gabinete 42U;Fotovoltaico;Bodega;Instalacion;Fecha final;COMENTARIOS;Configurado x Liberty
689;ESC. EL PICACHO;COCLÉ;LA PINTADA;LA PINTADA;8.591749340;-80.49885970;Primaria;6;SI;TERRESTRE;Fany Atencio;6482-1693;DANIEL HERRERA;66775810;Construcción OE;10.80.86.68/30;172.17.50.32/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Enero 2026;;NO
690;C.E.B.G. FARALLON;COCLÉ;LA PINTADA;LA PINTADA;8.595082630;-80.42441520;Primaria;24;SI;TERRESTRE;FERNANDO RODRIGUEZ ROJAS;6409-6401;DANIEL HERRERA;66775810;Construcción FTTH;10.80.80.48/30;172.17.1.128/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
691;ESC. BAJO GRANDE;COCLÉ;LA PINTADA;LAS LOMAS;8.590638250;-80.65719300;Primaria;137;SI;TERRESTRE;Doris Castillo;6715-0941;DANIEL HERRERA;66775810;Construcción OE;10.80.86.72/30;172.17.50.64/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Enero 2026;;NO
697;C.E.B.G. LA TRINI- DAD;COCLÉ;LA PINTADA;LAS LOMAS;8.599460000;-80.61148000;Basica General;18;SI;TERRESTRE;DIOSMISEL BUSTOS;6612-8703;DANIEL HERRERA;66775810;Construcción OE;10.80.86.76/30;172.17.50.96/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
699;ESC. OJO DE AGUA;COCLÉ;LA PINTADA;LAS LOMAS;8.590916050;-80.63635970;Primaria;121;SI;TERRESTRE;VIELKA GUEVARA;6726-3714;DANIEL HERRERA;66775810;Construcción OE;10.80.86.80/30;172.17.50.128/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
706;I.P.T. EL COPE;COCLÉ;LA PINTADA;EL HARINO;8.622283000;-80.57989100;Prof. Y Tecnica;1286;SI;TERRESTRE;ELADIO MARTÍNEZ CASTILLO;6680-9717;DANIEL HERRERA;66775810;Fibra Activa CWP;10.80.89.136/30;172.17.76.64/27;Juan Franco-Check Point;1;1;1;1;1;1;1;;1;1;;1;;0;;;Aguadulce;;Enero 2026;;NO
707;C.E.B.G. JUAN JOSE QUIROZ;COCLÉ;LA PINTADA;EL HARINO;8.616471450;-80.56024860;Primaria;15;SI;MARÍTIMO;Oscar Lorenzo;6927-7146;DANIEL HERRERA;66775810;Construcción OE;10.80.86.84/30;172.17.50.160/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
708;ESC. LOMA BONITA;COCLÉ;LA PINTADA;LAS LOMAS;8.600915910;-80.60385970;Primaria;91;SI;TERRESTRE;DANIEL RODRÍGUEZ;6163-3042;DANIEL HERRERA;66775810;Construcción OE;10.80.86.88/30;172.17.50.192/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Enero 2026;;NO
711;ESC. CALABAZO Nº 1;COCLÉ;LA PINTADA;LAS LOMAS;8.593415940;-80.62247080;Primaria;44;SI;TERRESTRE;JOSUE ARROCHA;6744-4120;DANIEL HERRERA;66775810;Construcción OE;10.80.86.92/30;172.17.50.224/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
712;C.E.B.G. BARRIGON;COCLÉ;LA PINTADA;EL HARINO;8.644804640;-80.58885970;Primaria;113;SI;TERRESTRE;Luis C. Aldrete;6905-1973;DANIEL HERRERA;66775810;Construcción OE;10.80.86.96/30;172.17.51.0/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
713;C.E.B.G. CERRO COLORADO;COCLÉ;LA PINTADA;EL POTRERO;8.541749540;-80.49635970;Basica General;11;SI;TERRESTRE;DIMAGIO DELGADO;6866-2290;DANIEL HERRERA;66775810;Construcción OE;10.80.86.100/30;172.17.51.32/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
714;C.E.B.G. POTRE- LLANO;COCLÉ;LA PINTADA;EL POTRERO;8.578971590;-80.51469300;Basica General;27;SI;TERRESTRE;HUMBERTO BATISTA;6988-6345;DANIEL HERRERA;66775810;Construcción OE;10.80.86.104/30;172.17.51.64/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
715;C.E.B.G. EL POTRE- RO;COCLÉ;LA PINTADA;EL POTRERO;8.529527390;-80.51608190;Basica General;146;SI;TERRESTRE;ADRIAN MONRROY;6538-6383;DANIEL HERRERA;66775810;Construcción OE;10.80.86.108/30;172.17.51.96/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
717;ESC. LAS TABLAS;COCLÉ;LA PINTADA;EL POTRERO;8.588693760;-80.54330410;Primaria;37;SI;TERRESTRE;Armandina González;6476-6373;DANIEL HERRERA;66775810;Construcción OE;10.80.86.112/30;172.17.51.128/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
718;ESC. BILINGÜE LA MADERA;COCLÉ;LA PINTADA;EL POTRERO;8.552860600;-80.53469300;Primaria;184;SI;TERRESTRE;JUAN A. RODRÍGUEZ;6682-9931;DANIEL HERRERA;66775810;Construcción OE;10.80.86.116/30;172.17.51.160/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
719;ESC. LAS PLEYADES;COCLÉ;LA PINTADA;LLANO NORTE;8.737355980;-80.47025610;Primaria;64;SI;TERRESTRE;Yaritza Nuñez;6942-4805;DANIEL HERRERA;66775810;Construcción OE;10.80.86.120/30;172.17.51.192/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Enero 2026;;NO
721;C.E.B.G. LA HONDA;COCLÉ;LA PINTADA;LLANO GRANDE;8.644540000;-80.42393200;Basica General;27;SI;TERRESTRE;FREDESLINDA REINA ARROYO;6489-1461;DANIEL HERRERA;66775810;Fibra Activa CWP;10.80.99.220/30;172.17.158.224/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
722;ESC. MOLEJON;COCLÉ;LA PINTADA;LLANO NORTE;8.763693070;-80.51052640;Primaria;45;SI;TERRESTRE;YETZABEL GONZALEZ;6343-4654;DANIEL HERRERA;66775810;Construcción OE;10.80.86.124/30;172.17.51.224/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
723;C.E.B.G. EL PALMAR ARRIBA;COCLÉ;LA PINTADA;LLANO GRANDE;8.666193450;-80.39858190;Basica General;57;SI;TERRESTRE;Julio López;6924-0697;DANIEL HERRERA;66775810;Construcción OE;10.80.86.128/30;172.17.52.0/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Enero 2026;;NO
729;ESC. SAN JUANITO;COCLÉ;LA PINTADA;LLANO GRANDE;8.663971260;-80.46135970;Primaria;38;SI;TERRESTRE;Bienvenida Aguilar;60445588;DANIEL HERRERA;66775810;Construcción FTTH;10.80.95.184/30;172.17.125.192/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
732;ESC. LA VENTA;COCLÉ;LA PINTADA;LLANO GRANDE;8.633415880;-80.41469300;Primaria;180;SI;TERRESTRE;DEIBIS MURILLO FIGUEROA;6352-6873//6684-7821;DANIEL HERRERA;66775810;Construcción OE;10.80.86.136/30;172.17.52.64/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
735;ESC. RITA H. DE TRUJILLO;COCLÉ;LA PINTADA;LLANO GRANDE;8.638138060;-80.46747080;Primaria;56;SI;TERRESTRE;YAJAIRA RAMOS;6902-6777;DANIEL HERRERA;66775810;Construcción OE;10.80.86.140/30;172.17.52.96/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Enero 2026;;NO
736;ESC. LLANO GRANDE;COCLÉ;LA PINTADA;LLANO GRANDE;8.639804660;-80.44024850;Primaria;123;SI;TERRESTRE;ORMELIS ROSALES;6466-0200;DANIEL HERRERA;66775810;Drop CWP;10.60.61.184/30;172.17.119.64/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
739;ESC. AGUA FRIA;COCLÉ;LA PINTADA;LLANO GRANDE;8.665360160;-80.47302640;Primaria;118;SI;MARÍTIMO;VENTURA RODRIGUEZ;6861-6597;DANIEL HERRERA;66775810;Fibra Activa CWP;10.80.99.224/30;172.17.159.0/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
741;C.E.B.G. CASCAJAL;COCLÉ;LA PINTADA;LLANO NORTE;8.713137770;-80.45552630;Basica General;121;SI;TERRESTRE;Kathia Ábrego;61000703;DANIEL HERRERA;66775810;Construcción OE;10.80.86.144/30;172.17.52.128/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Enero 2026;;NO
742;ESC. ANGEL GUARDIA;COCLÉ;LA PINTADA;PIEDRAS GORDAS;8.639804660;-80.51080410;Primaria;115;SI;TERRESTRE;BETZY PINZÓN;6762-1855;DANIEL HERRERA;66775810;Construcción OE;10.80.86.148/30;172.17.52.160/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
744;ESC. EL JOBO;COCLÉ;LA PINTADA;PIEDRAS GORDAS;8.615915850;-80.53441520;Primaria;43;SI;TERRESTRE;RUBÉN PÉREZ;6801-0324;DANIEL HERRERA;66775810;Construcción OE;10.80.86.152/30;172.17.52.192/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
745;C.E.B.G. MACHUCA;COCLÉ;LA PINTADA;PIEDRAS GORDAS;8.623138120;-80.54774850;Basica General;149;SI;TERRESTRE;DILIA FLORES;6700-2820;DANIEL HERRERA;66775810;Construcción OE;10.80.86.156/30;172.17.52.224/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
750;ESC. JUJUCAL;COCLÉ;LA PINTADA;PIEDRAS GORDAS;8.633138080;-80.53552640;Primaria;34;SI;TERRESTRE;ESTEBAN ALMANZA;6576-2805;DANIEL HERRERA;66775810;Construcción OE;10.80.86.160/30;172.17.53.0/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
753;ESC. LAS DELICIAS;COCLÉ;LA PINTADA;PIEDRAS GORDAS;8.643137940;-80.49219300;Primaria;8;SI;TERRESTRE;MAGALYS RODRÍGUEZ;6621-1806;DANIEL HERRERA;66775810;Construcción OE;10.80.86.164/30;172.17.53.32/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
754;ESC. BERMEJO;COCLÉ;LA PINTADA;PIEDRAS GORDAS;8.658693480;-80.52302640;Primaria;38;SI;TERRESTRE;GLORIA QUIJADA;6347-9293;DANIEL HERRERA;66775810;Construcción OE;10.80.86.168/30;172.17.53.64/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Enero 2026;;NO
755;"C.E.B.G. CALABAZO
Nº 2";COCLÉ;LA PINTADA;PIEDRAS GORDAS;8.630360290;-80.49163750;Basica General;123;SI;MARÍTIMO;ZULAY DE RODRÍGUEZ;6924-7107;DANIEL HERRERA;66775810;Construcción FTTH;10.80.80.52/30;172.17.1.160/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
756;C.E.B.G. BILINGÜE ESPAÑA;COCLÉ;NATÁ;NATÁ;8.335916920;-80.51941530;Basica General;650;SI;TERRESTRE;CIPRIANO CAMPINES;6406-2165;DANIEL HERRERA;66775810;Fibra Activa CWP;10.80.99.228/30;172.17.159.32/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;NO
758;COL. MARIANO PRADO ARAUZ;COCLÉ;NATÁ;NATÁ;8.348139180;-80.52219300;"Media Academic
a";1271;SI;TERRESTRE;Ernesto Perez Ureña ;6918-8920;DANIEL HERRERA;66775810;Fibra Activa CWP;10.60.66.132/30;172.16.68.32/27;Juan Franco-Check Point;1;1;1;1;1;1;1;;1;1;;1;;0;;;Aguadulce;;Diciembre;;SI
760;C.E.B.G. EL VIRULI;COCLÉ;NATÁ;EL CAÑO;8.493138630;-80.53997080;Basica General;22;SI;TERRESTRE;NEIBIS ATENCIO;6834-6458;DANIEL HERRERA;66775810;Construcción OE;10.80.86.172/30;172.17.53.96/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Febrero 2026;;NO
761;C.E.B.G. VILLARREAL;COCLÉ;NATÁ;CAPELLANÍA;8.321194780;-80.64802640;Basica General;54;SI;TERRESTRE;AMPARO CARRIÓN A.;6600-4325;DANIEL HERRERA;66775810;Construcción OE;10.80.86.176/30;172.17.53.128/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
765;C.E.B.G. BILINGÜE ROBERTO F. CHIARI;COCLÉ;NATÁ;CAPELLANÍA;8.300439000;-80.55084000;Basica General;340;SI;TERRESTRE;ROSAIDA MORÁN;6765-1336;DANIEL HERRERA;66775810;Drop CWP;10.60.62.178/30;172.16.37.128/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
767;C.E.B.G. LLANO DE LA PALMA;COCLÉ;NATÁ;CAPELLANÍA;8.277583840;-80.58135970;Basica General;14;SI;TERRESTRE;FLORENTINA TREJOS;6913-3821;DANIEL HERRERA;66775810;Construcción FTTH;10.80.80.56/30;172.17.1.192/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;NO
768;C.E.B.G. CIENAGA LARGA;COCLÉ;NATÁ;CAPELLANÍA;8.308110000;-80.62159000;Basica General;55;SI;TERRESTRE;VIODELDA SOLIS;6883-0777;DANIEL HERRERA;66775810;Construcción OE;10.80.86.180/30;172.17.53.160/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
769;C.E.B.G. EL ESPAVE;COCLÉ;NATÁ;CAPELLANÍA;8.288417100;-80.59302630;Basica General;7;SI;TERRESTRE;ILEANA H. HERRERA O.;6898-7575;DANIEL HERRERA;66775810;Construcción FTTH;10.80.80.60/30;172.17.1.224/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
770;C.E.B.G. EL OLIVO;COCLÉ;NATÁ;EL CAÑO;8.455360970;-80.52358190;Basica General;12;SI;TERRESTRE;ROSALIA RODRIGUEZ;6994-1395;DANIEL HERRERA;66775810;Construcción OE;10.80.86.184/30;172.17.53.192/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
773;C.E.B.G. SANTA LUCIA;COCLÉ;NATÁ;EL CAÑO;8.412305530;-80.53191520;Basica General;54;SI;TERRESTRE;PEDRO VALDIVIESO;6569-5205;DANIEL HERRERA;66775810;Construcción OE;10.80.86.188/30;172.17.53.224/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
774;ESC. SIMEON VALDERRAMA;COCLÉ;NATÁ;EL CAÑO;8.404250060;-80.54247080;Primaria;124;SI;TERRESTRE;AMERICA VERNAZA;6496-4914;DANIEL HERRERA;66775810;Fibra Activa CWP;10.80.99.236/30;172.17.159.96/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;NO
775;C.E.B.G. SEBASTIAN SUCRE;COCLÉ;NATÁ;EL CAÑO;8.406472260;-80.51913740;Basica General;159;SI;TERRESTRE;IVAN QUINTERO UREÑA;6070-1301;DANIEL HERRERA;66775810;Construcción FTTH;10.60.66.40/30;172.16.65.64/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
776;C.E.B.G. LA SALINE- TA;COCLÉ;NATÁ;EL CAÑO;8.452305380;-80.57302640;Basica General;11;SI;TERRESTRE;MABEL HURTADO;6773-9299;DANIEL HERRERA;66775810;Construcción OE;10.80.86.192/30;172.17.54.0/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Febrero 2026;;NO
789;C.E.B.G. TOZA;COCLÉ;NATÁ;TOZA;8.346194680;-80.64358190;Basica General;16;SI;TERRESTRE;OMAIRA CHANIS;6848-7503;DANIEL HERRERA;66775810;Construcción FTTH;10.80.80.68/30;172.17.2.32/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
790;C.E.B.G. BILINGÜE EL CORTEZO;COCLÉ;NATÁ;TOZA;8.347305780;-80.58580420;Basica General;283;SI;MARÍTIMO;ROSA LUNA;6733-0310;DANIEL HERRERA;66775810;Construcción FTTH;10.80.80.72/30;172.17.2.64/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
796;ESC. EL HATO;COCLÉ;OLÁ;OLÁ;8.450360990;-80.65052640;Primaria;32;SI;TERRESTRE;YULIANA MONTILLA;6792-3996;DANIEL HERRERA;66775810;Construcción OE;10.80.99.240/30;172.17.159.128/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Febrero 2026;;NO
798;CTRO. JUSTINO ARROCHA SOBERON;COCLÉ;OLÁ;OLÁ;8.421194400;-80.65135970;Basica General;107;SI;TERRESTRE;ROBERTO VÁSQUEZ;6789-1659;DANIEL HERRERA;66775810;Construcción OE;10.80.86.196/30;172.17.54.32/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
801;I.P.T. OMAR TORRIJOS HERRERA;COCLÉ;OLÁ;OLÁ;8.448484690;-80.69200760;Prof. Y Tecnica;184;SI;TERRESTRE;Israel Santana;6225-3190;DANIEL HERRERA;66775810;Construcción OE;10.80.94.176/30;172.17.117.128/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
803;C.E.B.G. EL CRISTO;COCLÉ;OLÁ;EL COPÉ;8.438946000;-80.68231600;Basica General;75;SI;TERRESTRE;ILIS PEREZ;6694-1131;DANIEL HERRERA;66775810;Construcción OE;10.80.99.244/30;172.17.159.160/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
813;C.E.B.G. BARRANCO COLORADO CENTRO;COCLÉ;OLÁ;EL PICACHO;8.388139030;-80.63774860;Basica General;23;SI;MARÍTIMO;ARACELYS MENDOZA;6531-4662;DANIEL HERRERA;66775810;Construcción OE;10.80.86.204/30;172.17.54.96/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
814;C.E.B.G. GUIRI;COCLÉ;OLÁ;LA PAVA;8.455083170;-80.63247080;Basica General;9;SI;MARÍTIMO;JOSE GONZALEZ;6808-9289;DANIEL HERRERA;66775810;Construcción OE;10.80.86.208/30;172.17.54.128/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
819;C.E.B.G. ERNESTO OSORIO GOMEZ;COCLÉ;OLÁ;LA PAVA;8.446194300;-80.58997080;Basica General;105;SI;TERRESTRE;REINALDO MORENO;6772-6786;DANIEL HERRERA;66775810;Construcción OE;10.80.86.212/30;172.17.54.160/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
820;C.E.B.G. FELICIANO PINZON CRISTOBAL;COCLÉ;OLÁ;LA PAVA;8.429805470;-80.61385970;Basica General;106;SI;TERRESTRE;MARLENE RODRIGUEZ;6851-8983;DANIEL HERRERA;66775810;Construcción OE;10.80.99.248/30;172.17.159.192/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
821;C.E.B.G. SOFIA QUIROS DE TEJEIRA;COCLÉ;PENONOMÉ;PENONOMÉ;8.512027450;-80.36913750;Basica General;554;SI;TERRESTRE;ANTONIO BARRIAS;6780-7152;DANIEL HERRERA;66775810;Fibra Activa CWP;10.80.99.252/30;172.17.159.224/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;NO
823;I.P.T. LEONILA P. DE GRIMALDO;COCLÉ;PENONOMÉ;PENONOMÉ;8.515082940;-80.34385970;Prof. Y Tecnica;1252;SI;TERRESTRE;Ricardo Oriel Núñez;6665-8023;DANIEL HERRERA;66775810;Drop CWP;10.60.62.80/30;172.16.34.128/27;Juan Franco-Check Point;1;1;1;1;1;1;1;;1;1;;1;;0;;;Aguadulce;;Diciembre;;SI
831;C.E.B.G. ANA T. DE RODRIGUEZ;COCLÉ;PENONOMÉ;PENONOMÉ;8.546840000;-80.35416000;Basica General;21;SI;MARÍTIMO;MIGDALIA PONCE;6804-0563;DANIEL HERRERA;66775810;Drop CWP;10.60.61.84/30;172.16.26.160/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
836;ESC. SECUNDARIA ANGEL MARIA HERRERA;COCLÉ;PENONOMÉ;PENONOMÉ;8.512278000;-80.35447400;"Media Academic
a";2535;SI;TERRESTRE;IMELDA TUÑON;6639-2202;DANIEL HERRERA;66775810;Fibra Activa CWP;10.60.65.212/30;172.16.62.160/27;Juan Franco-Check Point;1;1;1;1;1;1;1;;1;1;;1;;0;;;Aguadulce;;Diciembre;;SI
842;C.E.B.G. LELIA LOMBARDO;COCLÉ;PENONOMÉ;PENONOMÉ;8.541846030;-80.36836490;Basica General;4;SI;TERRESTRE;Mariela Quezada;6972-9820;DANIEL HERRERA;66775810;Fibra Activa CWP;10.80.100.4/30;172.17.160.32/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;NO
843;C.E.B.G. BILINGÜE SIMEON CONTE;COCLÉ;PENONOMÉ;PENONOMÉ;8.519314860;-80.35771030;Basica General;1677;SI;TERRESTRE;Herminda A. Gòmez ;6537-1063;DANIEL HERRERA;66775810;Drop CWP;10.60.64.48/30;172.16.49.128/27;Juan Franco-Check Point;1;1;1;1;1;1;1;;1;1;;1;;0;;;Aguadulce;;Diciembre;;SI
844;"C.E.B.G. BILINGÜE
FEDERICO ZUÑIGA FELIU";COCLÉ;PENONOMÉ;PENONOMÉ;8.520854000;-80.36493700;Basica General;2290;SI;MARÍTIMO;Leyda M. de Guardia;6918-6863;DANIEL HERRERA;66775810;Drop CWP;10.60.64.188/30;172.16.53.224/27;Juan Franco-Check Point;1;1;1;1;1;1;1;;1;1;;1;;0;;;Aguadulce;;Diciembre;;SI
846;C.E.B.G. BILINGÜE CLELIA F. DE MARTINEZ;COCLÉ;PENONOMÉ;PENONOMÉ;8.512732000;-80.35177000;Basica General;1137;SI;TERRESTRE;CARLOS CABALLERO;6739-5950;DANIEL HERRERA;66775810;Drop CWP;10.80.96.8/30;172.17.128.64/27;Juan Franco-Check Point;1;1;1;1;1;1;1;;1;1;;1;;0;;;Aguadulce;;Febrero 2026;;SI
847;"ESC. BILINGÜE
RUBEN DARIO CARLES O.";COCLÉ;PENONOMÉ;PENONOMÉ;8.528416290;-80.34663740;Primaria;531;SI;TERRESTRE;Gladys Rodrìguez;6659-5532 ;DANIEL HERRERA;66775810;Drop CWP;10.60.63.120/30;172.16.43.192/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
849;C.E.B.G. VISTA HERMOSA;COCLÉ;PENONOMÉ;PENONOMÉ;8.523416210;-80.37247080;Basica General;358;SI;TERRESTRE;Natalicio Sólis;6571-3352/ 6458-5676;DANIEL HERRERA;66775810;Fibra Activa CWP;10.80.100.8/30;172.17.160.64/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;NO
853;C.E.B.G. MARIA T. DE HERRERA;COCLÉ;PENONOMÉ;CAÑAVERAL;8.501471890;-80.40747080;Basica General;35;SI;TERRESTRE;Noelia Castillo Rojas;6513-3004;DANIEL HERRERA;66775810;Construcción OE;10.80.86.216/30;172.17.54.192/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
854;C.E.B.G. JUAN B. ROSAS;COCLÉ;PENONOMÉ;CAÑAVERAL;8.542490000;-80.43553200;Basica General;52;SI;TERRESTRE;NORIS MORENO;6266-2608;DANIEL HERRERA;66775810;Fibra Activa CWP;10.80.100.12/30;172.17.160.96/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;NO
855;ESC. CERMEÑO;COCLÉ;PENONOMÉ;CAÑAVERAL;8.491471930;-80.44885970;Primaria;11;SI;TERRESTRE;Teófila Bethancourth;6532-9320;DANIEL HERRERA;66775810;Construcción FTTH;10.80.80.80/30;172.17.2.128/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
857;C.E.B.G. LOS UVEROS;COCLÉ;PENONOMÉ;CAÑAVERAL;8.532860670;-80.39524850;Basica General;139;SI;TERRESTRE;Natalia Trejos;6591-7553;DANIEL HERRERA;66775810;Drop CWP;10.60.64.136/30;172.16.52.64/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
858;"C.E.B.G. VIRGILIA GONZALEZ DE
POMBO";COCLÉ;PENONOMÉ;CAÑAVERAL;8.544472190;-80.40639840;Basica General;104;SI;TERRESTRE;EVIDELIA ORTEGA;6517-0368;DANIEL HERRERA;66775810;Construcción FTTH;10.80.80.84/30;172.17.2.160/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
